"ID","MB","MGE","IOA","Var","Type","LON","LAT","IOA_cut"
"BO001006",0.17,1.29,0.67,"Tmax","Available data",-68.78,-11.03,".6 - .7"
"BO001006",0.04,1.13,0.58,"Tmin","Available data",-68.78,-11.03,".5 - .6"
"BO001012",0.04,1.12,0.65,"Tmin","Available data",-67.57,-14.47,".6 - .7"
"BO001012",0.09,1.36,0.72,"Tmax","Available data",-67.57,-14.47,".7 - .8"
"BO004074",-0.02,1.25,0.58,"Tmax","Available data",-68.192,-16.513,".5 - .6"
"BO004074",-0.04,1.56,0.51,"Tmin","Available data",-68.192,-16.513,".5 - .6"
"BR082610",0.18,1.57,0.58,"Tmax","Available data",-69.86777777,-6.66166666,".5 - .6"
"BR082610",0.11,1,0.5,"Tmin","Available data",-69.86777777,-6.66166666,".5 - .6"
"BR082704",-0.08,1.45,0.58,"Tmax","Available data",-72.681324,-7.610736,".5 - .6"
"BR082704",0,0.86,0.57,"Tmin","Available data",-72.681324,-7.610736,".5 - .6"
"BR082807",0.09,0.95,0.57,"Tmin","Available data",-70.7686111,-8.16027777,".5 - .6"
"BR082807",0.08,1.31,0.6,"Tmax","Available data",-70.7686111,-8.16027777,".6 - .7"
"BR082915",0.04,1.33,0.64,"Tmax","Available data",-67.86888888,-9.95916666,".6 - .7"
"BR082915",0.2,1.63,0.57,"Tmax","10-years data",-67.86888888,-9.95916666,".5 - .6"
"BR082915",0.04,0.96,0.61,"Tmin","Available data",-67.86888888,-9.95916666,".6 - .7"
"BR082915",-0.03,1.14,0.54,"Tmin","10-years data",-67.86888888,-9.95916666,".5 - .6"
"CH000083",0.49,0.97,0.49,"Tmax","10-years data",-70.3358,-18.3514,"< .5"
"CH000083",0,0.74,0.63,"Tmax","Available data",-70.3358,-18.3514,".6 - .7"
"CH000083",0.18,1.28,0.55,"Tmin","10-years data",-70.3358,-18.3514,".5 - .6"
"CH000083",0,0.89,0.69,"Tmin","Available data",-70.3358,-18.3514,".6 - .7"
"CH000370",-0.05,1.44,0.65,"Tmin","Available data",-70.1806,-18.5156,".6 - .7"
"CH000370",0.09,1.87,0.55,"Tmin","10-years data",-70.1806,-18.5156,".5 - .6"
"CH000370",0,0.86,0.63,"Tmax","Available data",-70.1806,-18.5156,".6 - .7"
"CH000370",-0.09,1.06,0.53,"Tmax","10-years data",-70.1806,-18.5156,".5 - .6"
"CH004599",0.12,2.15,0.43,"Tmin","Available data",-69.1833,-18.2353,"< .5"
"CH004599",0.1,1.75,0.56,"Tmax","Available data",-69.1833,-18.2353,".5 - .6"
"CO48015050",-0.03,0.73,0.51,"Tmin","Available data",-69.94091667,-4.19386111,".5 - .6"
"CO48015050",0.04,1.22,0.63,"Tmax","Available data",-69.94091667,-4.19386111,".6 - .7"
"EC000003",-0.17,1.21,0.56,"Tmax","Available data",-78.55,-0.36667,".5 - .6"
"EC000005",-0.16,0.8,0.56,"Tmin","Available data",-80.45972,-1.0375,".5 - .6"
"EC000005",-0.19,0.62,0.81,"Tmax","Available data",-80.45972,-1.0375,".8 - .9"
"EC000006",-0.22,1.16,0.65,"Tmax","Available data",-79.46167,-1.1,".6 - .7"
"EC000006",-0.1,0.72,0.52,"Tmin","Available data",-79.46167,-1.1,".5 - .6"
"EC000008",-0.09,1.59,0.54,"Tmax","Available data",-77.94389,-1.5075,".5 - .6"
"EC000025",-0.16,0.66,0.58,"Tmin","Available data",-79.37139,0.02667,".5 - .6"
"EC000025",-0.16,1.04,0.67,"Tmax","Available data",-79.37139,0.02667,".6 - .7"
"EC000026",-0.11,0.7,0.57,"Tmin","Available data",-79.33889,-0.47611,".5 - .6"
"EC000026",-0.17,1.08,0.68,"Tmax","Available data",-79.33889,-0.47611,".6 - .7"
"EC000033",-0.1,1.51,0.58,"Tmax","Available data",-79.20111,-4.03639,".5 - .6"
"EC000037",-0.12,0.86,0.51,"Tmin","Available data",-79.59917,-2.11556,".5 - .6"
"EC000037",-0.12,1.48,0.52,"Tmax","Available data",-79.59917,-2.11556,".5 - .6"
"EC000138",-0.06,1.36,0.62,"Tmax","Available data",-78.76278,-2.8,".6 - .7"
"EC000139",-0.02,1.41,0.61,"Tmax","Available data",-78.77639,-2.88194,".6 - .7"
"PE100007",0.3,1.75,0.64,"Tmin","Available data",-69.6267222222222,-17.5801944444444,".6 - .7"
"PE100007",0.22,1.06,0.64,"Tmax","Available data",-69.6267222222222,-17.5801944444444,".6 - .7"
"PE100015",-0.26,1.26,0.57,"Tmax","10-years data",-78.5183361111111,-6.67655,".5 - .6"
"PE100015",-0.01,1.08,0.64,"Tmax","Available data",-78.5183361111111,-6.67655,".6 - .7"
"PE100015",0.14,1.56,0.55,"Tmin","10-years data",-78.5183361111111,-6.67655,".5 - .6"
"PE100015",-0.04,1.22,0.65,"Tmin","Available data",-78.5183361111111,-6.67655,".6 - .7"
"PE100019",0.06,0.55,0.63,"Tmin","Available data",-76.6531111111111,-7.48434444444445,".6 - .7"
"PE100019",0.15,0.78,0.77,"Tmax","Available data",-76.6531111111111,-7.48434444444445,".7 - .8"
"PE100020",0.28,1.02,0.61,"Tmin","Available data",-76.3096166666667,-9.92095277777778,".6 - .7"
"PE100020",0.27,0.87,0.73,"Tmax","Available data",-76.3096166666667,-9.92095277777778,".7 - .8"
"PE100021",0.2,0.78,0.68,"Tmax","Available data",-69.8422222222222,-15.6134444444444,".6 - .7"
"PE100021",0.23,1.16,0.64,"Tmin","Available data",-69.8422222222222,-15.6134444444444,".6 - .7"
"PE100022",-0.12,0.86,0.49,"Tmin","Available data",-74.2451916666667,-15.8654888888889,"< .5"
"PE100022",-0.06,0.89,0.49,"Tmax","Available data",-74.2451916666667,-15.8654888888889,"< .5"
"PE100026",0.39,1.36,0.47,"Tmax","Available data",-73.8708944444444,-15.7476527777778,"< .5"
"PE100026",0.52,1.6,0.41,"Tmin","Available data",-73.8708944444444,-15.7476527777778,"< .5"
"PE100028",-0.08,0.82,0.67,"Tmin","Available data",-79.561175,-7.11887222222222,".6 - .7"
"PE100028",-0.02,0.78,0.62,"Tmax","Available data",-79.561175,-7.11887222222222,".6 - .7"
"PE100030",0.18,1.17,0.53,"Tmin","Available data",-71.4677777777778,-13.0238888888889,".5 - .6"
"PE100034",0.16,0.86,0.59,"Tmin","Available data",-75.0058333333333,-7.35222222222222,".5 - .6"
"PE100034",0.19,1.5,0.63,"Tmax","Available data",-75.0058333333333,-7.35222222222222,".6 - .7"
"PE100037",0.1,0.49,0.72,"Tmin","Available data",-78.5410555555556,-7.42856944444444,".7 - .8"
"PE100037",0.25,0.83,0.69,"Tmax","Available data",-78.5410555555556,-7.42856944444444,".6 - .7"
"PE100043",-0.12,1.11,0.62,"Tmin","Available data",-76.13425,-13.4578055555556,".6 - .7"
"PE100043",-0.08,0.86,0.67,"Tmax","Available data",-76.13425,-13.4578055555556,".6 - .7"
"PE100044",0,1.09,0.66,"Tmax","Available data",-71.8751694444444,-13.5567472222222,".6 - .7"
"PE100044",-0.07,1.3,0.6,"Tmax","10-years data",-71.8751694444444,-13.5567472222222,".6 - .7"
"PE100044",0.13,1.61,0.54,"Tmin","10-years data",-71.8751694444444,-13.5567472222222,".5 - .6"
"PE100044",-0.01,1.39,0.61,"Tmin","Available data",-71.8751694444444,-13.5567472222222,".6 - .7"
"PE100046",0.33,0.95,0.68,"Tmax","Available data",-75.9664055555556,-13.7411361111111,".6 - .7"
"PE100046",0.03,0.88,0.65,"Tmin","Available data",-75.9664055555556,-13.7411361111111,".6 - .7"
"PE100059",0.2,1,0.69,"Tmin","Available data",-70.5427027777778,-16.1410861111111,".6 - .7"
"PE100059",0.43,1.28,0.61,"Tmax","Available data",-70.5427027777778,-16.1410861111111,".6 - .7"
"PE100061",0.14,1.13,0.6,"Tmax","Available data",-77.67,-11.01923,".6 - .7"
"PE100061",0.05,0.67,0.73,"Tmin","Available data",-77.67,-11.01923,".7 - .8"
"PE100072",-0.02,0.68,0.63,"Tmin","Available data",-80.5692666666667,-3.62829166666667,".6 - .7"
"PE100072",-0.05,1.04,0.57,"Tmax","Available data",-80.5692666666667,-3.62829166666667,".5 - .6"
"PE100081",0.31,1.18,0.59,"Tmax","10-years data",-70.3741666666667,-15.3610833333333,".5 - .6"
"PE100081",0.06,1.31,0.68,"Tmin","Available data",-70.3741666666667,-15.3610833333333,".6 - .7"
"PE100081",0.17,0.92,0.67,"Tmax","Available data",-70.3741666666667,-15.3610833333333,".6 - .7"
"PE100081",-0.08,1.84,0.55,"Tmin","10-years data",-70.3741666666667,-15.3610833333333,".5 - .6"
"PE100092",0.15,0.78,0.69,"Tmax","Available data",-79.1290166666667,-6.92511388888889,".6 - .7"
"PE100092",0.12,0.77,0.66,"Tmin","Available data",-79.1290166666667,-6.92511388888889,".6 - .7"
"PE100101",0.2,0.92,0.62,"Tmin","Available data",-71.8508611111111,-13.4195,".6 - .7"
"PE100101",0.35,1.3,0.67,"Tmax","Available data",-71.8508611111111,-13.4195,".6 - .7"
"PE100104",0.13,0.56,0.65,"Tmin","Available data",-76.28175,-6.33047222222222,".6 - .7"
"PE100104",0.19,0.95,0.72,"Tmax","Available data",-76.28175,-6.33047222222222,".7 - .8"
"PE100110",0.24,1.12,0.58,"Tmin","10-years data",-70.0120833333333,-15.82625,".5 - .6"
"PE100110",0.39,1.15,0.6,"Tmax","10-years data",-70.0120833333333,-15.82625,".6 - .7"
"PE100110",-0.02,0.94,0.67,"Tmax","Available data",-70.0120833333333,-15.82625,".6 - .7"
"PE100110",-0.02,0.93,0.65,"Tmin","Available data",-70.0120833333333,-15.82625,".6 - .7"
"PE100119",0.05,0.74,0.63,"Tmin","Available data",-75.01225,-11.6181111111111,".6 - .7"
"PE100119",0.12,0.87,0.59,"Tmax","Available data",-75.01225,-11.6181111111111,".5 - .6"
"PE100120",0.18,1.14,0.63,"Tmax","Available data",-74.7858333333333,-12.1994444444445,".6 - .7"
"PE100120",0.03,0.67,0.55,"Tmin","Available data",-74.7858333333333,-12.1994444444445,".5 - .6"
"PE100121",0.27,0.84,0.77,"Tmax","Available data",-75.2163916666667,-8.83444444444445,".7 - .8"
"PE100121",0.14,0.64,0.64,"Tmin","Available data",-75.2163916666667,-8.83444444444445,".6 - .7"
"PE100127",0.31,0.82,0.72,"Tmax","Available data",-74.3906666666667,-13.0874222222222,".7 - .8"
"PE100127",0.07,0.84,0.62,"Tmin","Available data",-74.3906666666667,-13.0874222222222,".6 - .7"
"PE100128",0.34,1.73,0.54,"Tmax","10-years data",-76.0836111111111,-5.93361111111111,".5 - .6"
"PE100128",0.04,1.38,0.62,"Tmax","Available data",-76.0836111111111,-5.93361111111111,".6 - .7"
"PE100128",-0.13,1.13,0.46,"Tmin","10-years data",-76.0836111111111,-5.93361111111111,"< .5"
"PE100128",0.03,1.01,0.5,"Tmin","Available data",-76.0836111111111,-5.93361111111111,".5 - .6"
"PE100136",0.01,0.86,0.64,"Tmax","Available data",-79.4190583333333,-7.28009166666667,".6 - .7"
"PE100136",0.07,0.89,0.7,"Tmin","Available data",-79.4190583333333,-7.28009166666667,".7 - .8"
"PE100137",0.05,0.9,0.53,"Tmin","Available data",-76.5804916666667,-8.11523888888889,".5 - .6"
"PE100137",0.15,1.24,0.64,"Tmax","Available data",-76.5804916666667,-8.11523888888889,".6 - .7"
"PE100142",-0.14,1.32,0.53,"Tmin","10-years data",-70.8539444444444,-16.3720555555556,".5 - .6"
"PE100142",-0.02,1.19,0.62,"Tmax","Available data",-70.8539444444444,-16.3720555555556,".6 - .7"
"PE100142",0.02,1.03,0.64,"Tmin","Available data",-70.8539444444444,-16.3720555555556,".6 - .7"
"PE100142",0.13,1.5,0.51,"Tmax","10-years data",-70.8539444444444,-16.3720555555556,".5 - .6"
"PE100150",-0.12,0.83,0.63,"Tmax","Available data",-70.867,-17.0907777777778,".6 - .7"
"PE100150",-0.05,1.18,0.53,"Tmin","Available data",-70.867,-17.0907777777778,".5 - .6"
"PE103031",-0.01,1.36,0.6,"Tmax","Available data",-70.5120555555556,-3.91125,".6 - .7"
"PE103036",-0.24,1.05,0.58,"Tmax","Available data",-80.5054583333333,-3.8119,".5 - .6"
"PE103036",-0.08,0.63,0.65,"Tmin","Available data",-80.5054583333333,-3.8119,".6 - .7"
"PE103043",0.01,0.81,0.6,"Tmin","Available data",-80.4018166666667,-3.97594166666667,".6 - .7"
"PE103043",-0.09,1.29,0.53,"Tmax","Available data",-80.4018166666667,-3.97594166666667,".5 - .6"
"PE103046",-0.11,0.78,0.77,"Tmax","Available data",-73.2932222222222,-3.78652777777778,".7 - .8"
"PE103046",0.14,0.5,0.68,"Tmin","Available data",-73.2932222222222,-3.78652777777778,".6 - .7"
"PE103049",-0.02,0.91,0.73,"Tmax","Available data",-73.1611166666667,-4.00355833333333,".7 - .8"
"PE103052",-0.02,0.42,0.75,"Tmin","Available data",-73.29325,-3.78655555555555,".7 - .8"
"PE103052",-0.03,0.76,0.75,"Tmax","Available data",-73.29325,-3.78655555555555,".7 - .8"
"PE103057",-0.03,0.59,0.82,"Tmax","Available data",-73.2549166666667,-3.76397222222222,".8 - .9"
"PE104016",0.25,1.09,0.57,"Tmax","Available data",-80.547175,-4.64287777777778,".5 - .6"
"PE104016",-0.13,0.99,0.59,"Tmin","Available data",-80.547175,-4.64287777777778,".5 - .6"
"PE104056",0,1.05,0.65,"Tmax","Available data",-73.58375,-4.51336111111111,".6 - .7"
"PE104056",0.11,0.8,0.5,"Tmin","Available data",-73.58375,-4.51336111111111,".5 - .6"
"PE104059",-0.01,0.88,0.52,"Tmin","Available data",-79.7579222222222,-4.752375,".5 - .6"
"PE104059",0.03,0.98,0.45,"Tmin","10-years data",-79.7579222222222,-4.752375,"< .5"
"PE104071",-0.03,0.84,0.5,"Tmin","Available data",-73.6694444444445,-4.91002777777778,".5 - .6"
"PE104071",0.18,0.95,0.42,"Tmin","10-years data",-73.6694444444445,-4.91002777777778,"< .5"
"PE104071",-0.05,1.32,0.6,"Tmax","Available data",-73.6694444444445,-4.91002777777778,".6 - .7"
"PE104071",-0.03,1.56,0.54,"Tmax","10-years data",-73.6694444444445,-4.91002777777778,".5 - .6"
"PE104079",-0.02,0.59,0.77,"Tmin","Available data",-80.7355555555555,-4.85574166666667,".7 - .8"
"PE104079",-0.47,1.09,0.6,"Tmin","10-years data",-80.7355555555555,-4.85574166666667,".6 - .7"
"PE104079",-0.03,1.02,0.66,"Tmax","Available data",-80.7355555555555,-4.85574166666667,".6 - .7"
"PE104079",-0.34,1.55,0.5,"Tmax","10-years data",-80.7355555555555,-4.85574166666667,".5 - .6"
"PE104090",0,1.08,0.57,"Tmax","Available data",-81.0596916666667,-4.92113611111111,".5 - .6"
"PE104090",-0.03,1.24,0.52,"Tmax","10-years data",-81.0596916666667,-4.92113611111111,".5 - .6"
"PE104090",0.01,0.65,0.73,"Tmin","Available data",-81.0596916666667,-4.92113611111111,".7 - .8"
"PE104090",-0.1,0.85,0.66,"Tmin","10-years data",-81.0596916666667,-4.92113611111111,".6 - .7"
"PE105001",-0.06,1.18,0.52,"Tmax","Available data",-80.61683,-5.20663,".5 - .6"
"PE105001",-0.01,0.8,0.71,"Tmin","Available data",-80.61683,-5.20663,".7 - .8"
"PE105012",-0.02,0.52,0.76,"Tmin","Available data",-80.7426222222222,-5.45449444444444,".7 - .8"
"PE105012",0.2,0.72,0.69,"Tmax","Available data",-80.7426222222222,-5.45449444444444,".6 - .7"
"PE105022",0.11,1.15,0.59,"Tmax","Available data",-79.4313694444444,-5.33979444444444,".5 - .6"
"PE105042",0.19,0.82,0.76,"Tmax","Available data",-78.23725,-5.89369444444444,".7 - .8"
"PE105054",0,0.98,0.66,"Tmax","Available data",-79.8597,-5.7643,".6 - .7"
"PE105054",0.03,0.58,0.75,"Tmin","Available data",-79.8597,-5.7643,".7 - .8"
"PE105055",0.1,0.97,0.73,"Tmax","Available data",-79.4539916666667,-5.24680555555556,".7 - .8"
"PE105056",-0.03,0.5,0.85,"Tmax","Available data",-79.284925,-5.31523055555556,".8 - .9"
"PE105056",0.35,1.07,0.49,"Tmin","10-years data",-79.284925,-5.31523055555556,"< .5"
"PE105062",0.07,0.71,0.73,"Tmax","Available data",-78.8976666666667,-5.67175,".7 - .8"
"PE105063",0.03,0.94,0.67,"Tmax","Available data",-80.6843583333333,-5.24620277777778,".6 - .7"
"PE105063",-0.35,1.12,0.6,"Tmin","10-years data",-80.6843583333333,-5.24620277777778,".6 - .7"
"PE105063",-0.69,1.5,0.47,"Tmax","10-years data",-80.6843583333333,-5.24620277777778,"< .5"
"PE105063",0.03,0.63,0.76,"Tmin","Available data",-80.6843583333333,-5.24620277777778,".7 - .8"
"PE105064",0.14,1.55,0.58,"Tmax","Available data",-79.5254222222222,-5.56598611111111,".5 - .6"
"PE105064",-0.01,0.88,0.58,"Tmin","Available data",-79.5254222222222,-5.56598611111111,".5 - .6"
"PE105070",-0.04,0.95,0.73,"Tmax","Available data",-80.1695638888889,-5.10843333333333,".7 - .8"
"PE105070",-0.03,0.77,0.74,"Tmin","Available data",-80.1695638888889,-5.10843333333333,".7 - .8"
"PE105075",0.06,0.75,0.54,"Tmin","Available data",-78.4355277777778,-5.41993611111111,".5 - .6"
"PE105079",0.1,1,0.6,"Tmin","Available data",-77.9756944444444,-5.94484444444444,".6 - .7"
"PE105079",0.04,1.05,0.71,"Tmax","Available data",-77.9756944444444,-5.94484444444444,".7 - .8"
"PE105100",0,0.57,0.78,"Tmin","Available data",-80.6165416666667,-5.17527777777778,".7 - .8"
"PE105100",-0.3,1.08,0.6,"Tmin","10-years data",-80.6165416666667,-5.17527777777778,".6 - .7"
"PE105100",-0.01,0.74,0.7,"Tmax","Available data",-80.6165416666667,-5.17527777777778,".7 - .8"
"PE105100",0.17,1.18,0.53,"Tmax","10-years data",-80.6165416666667,-5.17527777777778,".5 - .6"
"PE105103",0.19,0.61,0.81,"Tmax","Available data",-77.3926388888889,-5.80963888888889,".8 - .9"
"PE105103",0.02,0.49,0.74,"Tmin","Available data",-77.3926388888889,-5.80963888888889,".7 - .8"
"PE105105",-0.18,1.17,0.53,"Tmax","10-years data",-80.81275,-5.52756388888889,".5 - .6"
"PE105105",-0.02,0.65,0.74,"Tmin","Available data",-80.81275,-5.52756388888889,".7 - .8"
"PE105105",-0.35,0.96,0.65,"Tmin","10-years data",-80.81275,-5.52756388888889,".6 - .7"
"PE105105",-0.02,0.86,0.65,"Tmax","Available data",-80.81275,-5.52756388888889,".6 - .7"
"PE105106",-0.1,1.31,0.61,"Tmax","10-years data",-79.971075,-5.19464444444445,".6 - .7"
"PE105106",0.02,0.71,0.71,"Tmin","Available data",-79.971075,-5.19464444444445,".7 - .8"
"PE105106",-0.1,0.88,0.64,"Tmin","10-years data",-79.971075,-5.19464444444445,".6 - .7"
"PE105106",-0.03,0.95,0.72,"Tmax","Available data",-79.971075,-5.19464444444445,".7 - .8"
"PE106010",0.18,0.77,0.73,"Tmax","Available data",-78.14485,-6.85292222222222,".7 - .8"
"PE106010",0.22,0.92,0.71,"Tmin","Available data",-78.14485,-6.85292222222222,".7 - .8"
"PE106013",-0.01,0.69,0.79,"Tmax","Available data",-77.1719722222222,-6.04727777777778,".7 - .8"
"PE106013",0.07,0.55,0.73,"Tmin","Available data",-77.1719722222222,-6.04727777777778,".7 - .8"
"PE106016",0.1,1.13,0.66,"Tmax","Available data",-76.5279444444444,-6.41875,".6 - .7"
"PE106018",-0.05,1.48,0.57,"Tmax","Available data",-75.7314444444445,-6.37586111111111,".5 - .6"
"PE106019",0.12,0.65,0.72,"Tmin","Available data",-78.8111861111111,-6.97833055555556,".7 - .8"
"PE106019",0.14,0.51,0.78,"Tmax","Available data",-78.8111861111111,-6.97833055555556,".7 - .8"
"PE106032",0.13,0.81,0.76,"Tmax","Available data",-76.7682277777778,-6.94313055555556,".7 - .8"
"PE106032",0.05,0.6,0.65,"Tmin","Available data",-76.7682277777778,-6.94313055555556,".6 - .7"
"PE106034",0.09,0.94,0.65,"Tmax","Available data",-78.6486305555556,-6.54712777777778,".6 - .7"
"PE106034",0.11,0.66,0.7,"Tmin","Available data",-78.6486305555556,-6.54712777777778,".7 - .8"
"PE106036",0.04,0.83,0.67,"Tmax","Available data",-79.6000194444444,-6.80141111111111,".6 - .7"
"PE106036",-0.04,0.77,0.7,"Tmin","Available data",-79.6000194444444,-6.80141111111111,".7 - .8"
"PE106038",0.14,0.63,0.65,"Tmin","Available data",-78.8530805555556,-6.99684444444444,".6 - .7"
"PE106038",0.24,0.79,0.7,"Tmax","Available data",-78.8530805555556,-6.99684444444444,".7 - .8"
"PE106039",0.24,1.04,0.64,"Tmax","Available data",-78.744,-6.82274722222222,".6 - .7"
"PE106039",0.28,0.85,0.71,"Tmin","Available data",-78.744,-6.82274722222222,".7 - .8"
"PE106040",-0.31,1.38,0.65,"Tmax","Available data",-76.31825,-6.58902777777778,".6 - .7"
"PE106040",-0.01,0.54,0.7,"Tmin","Available data",-76.31825,-6.58902777777778,".7 - .8"
"PE106042",0.01,1.06,0.68,"Tmin","Available data",-79.5470138888889,-6.88079444444444,".6 - .7"
"PE106042",-0.04,1.52,0.48,"Tmax","Available data",-79.5470138888889,-6.88079444444444,"< .5"
"PE106042",-0.09,1.69,0.39,"Tmax","10-years data",-79.5470138888889,-6.88079444444444,"< .5"
"PE106042",-0.55,1.35,0.58,"Tmin","10-years data",-79.5470138888889,-6.88079444444444,".5 - .6"
"PE106045",-0.14,0.87,0.66,"Tmax","Available data",-79.7791699999999,-6.72833,".6 - .7"
"PE106045",-0.04,0.8,0.71,"Tmin","Available data",-79.7791699999999,-6.72833,".7 - .8"
"PE106046",0.2,1.01,0.6,"Tmin","10-years data",-79.8355,-6.88613055555556,".6 - .7"
"PE106046",0.78,1.47,0.44,"Tmax","10-years data",-79.8355,-6.88613055555556,"< .5"
"PE106046",0,0.96,0.66,"Tmax","Available data",-79.8355,-6.88613055555556,".6 - .7"
"PE106046",0.02,0.78,0.7,"Tmin","Available data",-79.8355,-6.88613055555556,".7 - .8"
"PE106047",-0.06,1.18,0.61,"Tmin","10-years data",-79.7686916666667,-6.33159166666667,".6 - .7"
"PE106047",0.08,1.27,0.56,"Tmax","10-years data",-79.7686916666667,-6.33159166666667,".5 - .6"
"PE106047",0.03,0.99,0.65,"Tmax","Available data",-79.7686916666667,-6.33159166666667,".6 - .7"
"PE106047",0.02,0.97,0.67,"Tmin","Available data",-79.7686916666667,-6.33159166666667,".6 - .7"
"PE106052",-0.12,0.64,0.71,"Tmin","Available data",-79.2016583333333,-6.81746388888889,".7 - .8"
"PE106052",-0.17,1.07,0.64,"Tmax","Available data",-79.2016583333333,-6.81746388888889,".6 - .7"
